ResinType,ResinPercentage,ResinSupplier,PigmentType,PigmentPercentage,PigmentSupplier,SolventType,SolventPercentage,SolventSupplier,Gloss,Viscosity,HidingPower,IsSuccess,Dispersant_Percentage,Dispersant_Supplier,Thickener_Percentage,Thickener_Supplier,Defoamer_Percentage,Defoamer_Supplier,TotalSolidsContent,SimulatedPVC,SolventToResinRatio,Resin_Pigment_Combo,Resin_Solvent_Combo,Pigment_Solvent_Combo
Acrylic,45.94,SupplierA_Resin,Titanium Dioxide,26.23,SupplierH_Pigment,Water,25.07,SupplierM_Solvent,27.64,262.3,68.7,0,0.0,None,0.0,None,2.76,SupplierV_Add,74.93,0.3501,0.55,Acrylic_Titanium Dioxide,Acrylic_Water,Titanium Dioxide_Water
Epoxy,39.67,SupplierE_Resin,Organic Blue,31.7,SupplierK_Pigment,Water,23.07,SupplierM_Solvent,39.01,1334.02,45.56,0,0.0,None,2.3,SupplierU_Add,3.26,SupplierV_Add,76.93,0.4121,0.58,Epoxy_Organic Blue,Epoxy_Water,Organic Blue_Water
Acrylic,43.79,SupplierB_Resin,Organic Blue,30.49,SupplierK_Pigment,Xylene,17.55,SupplierQ_Solvent,26.39,1268.17,39.11,0,0.0,None,3.26,SupplierU_Add,4.91,SupplierW_Add,82.45,0.3698,0.4,Acrylic_Organic Blue,Acrylic_Xylene,Organic Blue_Xylene
Alkyd,50.25,SupplierC_Resin,Titanium Dioxide,26.74,SupplierG_Pigment,Xylene,21.62,SupplierP_Solvent,,1011.1,67.8,0,0.0,None,0.74,SupplierT_Add,0.64,SupplierW_Add,78.37,0.3412,0.43,Alkyd_Titanium Dioxide,Alkyd_Xylene,Titanium Dioxide_Xylene
Epoxy,52.7,SupplierF_Resin,Organic Blue,31.17,SupplierK_Pigment,Mineral Spirits,12.18,SupplierO_Solvent,49.03,1000.92,40.62,0,3.36,SupplierR_Add,0.0,None,0.59,SupplierW_Add,87.82,0.3549,0.23,Epoxy_Organic Blue,Epoxy_Mineral Spirits,Organic Blue_Mineral Spirits
Epoxy,47.82,SupplierE_Resin,Titanium Dioxide,35.38,SupplierG_Pigment,Xylene,13.62,SupplierP_Solvent,37.94,1279.28,90.85,0,0.0,None,0.0,None,3.18,SupplierV_Add,86.38,0.4096,0.28,Epoxy_Titanium Dioxide,Epoxy_Xylene,Titanium Dioxide_Xylene
Alkyd,55.45,SupplierD_Resin,Iron Oxide Red,29.98,SupplierI_Pigment,Xylene,10.25,SupplierQ_Solvent,25.54,1380.79,39.37,0,1.47,SupplierR_Add,,SupplierU_Add,0.0,None,89.75,0.334,0.18,Alkyd_Iron Oxide Red,Alkyd_Xylene,Iron Oxide Red_Xylene
Epoxy,48.55,SupplierF_Resin,Organic Blue,,SupplierK_Pigment,Xylene,16.86,SupplierQ_Solvent,45.77,2337.33,,0,0.82,SupplierR_Add,4.52,SupplierU_Add,0.0,None,,0.3518,0.35,Epoxy_Organic Blue,Epoxy_Xylene,Organic Blue_Xylene
Epoxy,47.44,SupplierF_Resin,Organic Blue,26.26,SupplierK_Pigment,Xylene,18.79,SupplierP_Solvent,35.93,1448.88,31.72,0,3.83,SupplierS_Add,3.68,SupplierU_Add,0.0,None,81.21,0.3234,0.4,Epoxy_Organic Blue,Epoxy_Xylene,Organic Blue_Xylene
Epoxy,47.32,SupplierF_Resin,Titanium Dioxide,35.52,SupplierH_Pigment,Mineral Spirits,14.86,SupplierO_Solvent,32.01,1844.81,83.28,0,0.0,None,0.0,None,2.3,SupplierV_Add,85.14,0.4172,0.31,Epoxy_Titanium Dioxide,Epoxy_Mineral Spirits,Titanium Dioxide_Mineral Spirits
Epoxy,48.66,SupplierF_Resin,Organic Blue,31.34,SupplierL_Pigment,Mineral Spirits,17.2,SupplierN_Solvent,44.9,1018.93,50.18,1,2.8,SupplierR_Add,0.0,None,0.0,None,82.8,,0.35,Epoxy_Organic Blue,Epoxy_Mineral Spirits,Organic Blue_Mineral Spirits
Epoxy,46.88,SupplierF_Resin,Iron Oxide Red,30.4,SupplierJ_Pigment,Water,17.47,SupplierM_Solvent,38.24,1387.18,,1,2.77,SupplierS_Add,0.0,None,2.48,SupplierW_Add,82.53,0.3684,0.37,Epoxy_Iron Oxide Red,Epoxy_Water,Iron Oxide Red_Water
Alkyd,53.87,SupplierC_Resin,Titanium Dioxide,25.52,SupplierG_Pigment,Mineral Spirits,20.01,SupplierN_Solvent,0.0,1044.96,65.64,0,0.6,SupplierR_Add,0.0,None,0.0,None,79.99,0.319,0.37,Alkyd_Titanium Dioxide,Alkyd_Mineral Spirits,Titanium Dioxide_Mineral Spirits
Alkyd,48.13,SupplierC_Resin,Titanium Dioxide,29.77,SupplierG_Pigment,Mineral Spirits,19.03,SupplierN_Solvent,11.59,745.38,70.02,0,0.0,None,0.0,None,3.07,SupplierW_Add,80.97,0.3677,0.4,Alkyd_Titanium Dioxide,Alkyd_Mineral Spirits,Titanium Dioxide_Mineral Spirits
Acrylic,55.15,SupplierA_Resin,Organic Blue,27.3,SupplierL_Pigment,Mineral Spirits,14.97,SupplierN_Solvent,45.13,992.43,34.74,0,2.58,SupplierR_Add,0.0,None,0.0,None,85.03,0.3211,0.27,Acrylic_Organic Blue,Acrylic_Mineral Spirits,Organic Blue_Mineral Spirits
Acrylic,42.93,SupplierB_Resin,Titanium Dioxide,31.9,SupplierG_Pigment,Water,21.9,SupplierM_Solvent,22.59,957.07,85.64,0,0.0,None,,None,3.27,SupplierW_Add,78.1,0.4085,0.51,Acrylic_Titanium Dioxide,Acrylic_Water,Titanium Dioxide_Water
Acrylic,47.37,SupplierA_Resin,Titanium Dioxide,32.9,SupplierG_Pigment,Mineral Spirits,14.75,SupplierO_Solvent,31.78,2433.48,84.5,1,0.0,None,4.98,SupplierU_Add,0.0,None,85.25,0.3859,0.31,Acrylic_Titanium Dioxide,Acrylic_Mineral Spirits,Titanium Dioxide_Mineral Spirits
Alkyd,45.03,SupplierC_Resin,Iron Oxide Red,25.8,SupplierJ_Pigment,Xylene,24.38,SupplierP_Solvent,19.62,468.63,55.03,0,4.79,SupplierR_Add,0.0,None,0.0,None,75.62,0.3412,0.54,Alkyd_Iron Oxide Red,Alkyd_Xylene,Iron Oxide Red_Xylene
Epoxy,44.69,SupplierE_Resin,Organic Blue,31.31,SupplierL_Pigment,Xylene,15.58,SupplierQ_Solvent,35.58,1507.3,54.93,0,4.19,SupplierS_Add,0.0,None,4.23,SupplierW_Add,84.42,0.3709,0.35,Epoxy_Organic Blue,Epoxy_Xylene,Organic Blue_Xylene
Alkyd,41.3,SupplierD_Resin,Titanium Dioxide,31.06,SupplierG_Pigment,Water,23.06,SupplierM_Solvent,20.91,1238.12,81.46,0,2.22,SupplierR_Add,2.36,SupplierU_Add,0.0,None,76.94,0.4037,0.56,Alkyd_Titanium Dioxide,Alkyd_Water,Titanium Dioxide_Water
Acrylic,48.2,SupplierA_Resin,Iron Oxide Red,30.79,SupplierI_Pigment,Water,16.88,SupplierM_Solvent,25.04,1036.09,57.35,0,,None,1.53,SupplierU_Add,2.61,SupplierV_Add,83.13,0.3704,0.35,Acrylic_Iron Oxide Red,Acrylic_Water,Iron Oxide Red_Water
Epoxy,52.19,SupplierF_Resin,Titanium Dioxide,27.0,SupplierH_Pigment,Mineral Spirits,19.95,SupplierN_Solvent,40.76,858.95,65.47,1,0.86,SupplierS_Add,0.0,None,0.0,None,80.05,0.3373,0.38,Epoxy_Titanium Dioxide,Epoxy_Mineral Spirits,Titanium Dioxide_Mineral Spirits
Acrylic,48.43,SupplierB_Resin,Organic Blue,25.0,SupplierL_Pigment,Water,25.53,SupplierM_Solvent,44.24,388.21,14.01,0,0.0,None,0.0,None,1.04,SupplierV_Add,74.47,0.3357,0.53,Acrylic_Organic Blue,Acrylic_Water,Organic Blue_Water
Alkyd,44.82,SupplierD_Resin,Iron Oxide Red,28.72,SupplierJ_Pigment,Mineral Spirits,25.84,SupplierO_Solvent,20.54,868.97,54.0,0,0.0,None,0.62,SupplierU_Add,0.0,None,74.16,0.3873,0.58,Alkyd_Iron Oxide Red,Alkyd_Mineral Spirits,Iron Oxide Red_Mineral Spirits
Epoxy,48.45,SupplierE_Resin,Organic Blue,,SupplierK_Pigment,Xylene,16.22,SupplierP_Solvent,38.13,1108.57,,0,0.0,None,0.5,SupplierU_Add,,None,83.78,0.4157,0.33,Epoxy_Organic Blue,Epoxy_Xylene,Organic Blue_Xylene
Alkyd,50.86,SupplierC_Resin,Iron Oxide Red,29.75,SupplierJ_Pigment,Water,18.42,SupplierM_Solvent,,1106.91,48.85,0,0.0,None,0.0,None,0.97,SupplierW_Add,81.58,0.3647,0.36,Alkyd_Iron Oxide Red,Alkyd_Water,Iron Oxide Red_Water
Acrylic,53.37,SupplierB_Resin,Iron Oxide Red,27.63,SupplierJ_Pigment,Xylene,16.4,SupplierP_Solvent,36.81,967.5,48.47,1,0.0,None,2.6,SupplierT_Add,0.0,None,83.6,0.3305,0.31,Acrylic_Iron Oxide Red,Acrylic_Xylene,Iron Oxide Red_Xylene
Acrylic,50.24,SupplierB_Resin,Organic Blue,27.5,SupplierL_Pigment,Xylene,18.59,SupplierQ_Solvent,27.81,628.0,31.28,0,0.0,None,0.0,None,3.67,SupplierW_Add,81.41,,0.37,Acrylic_Organic Blue,Acrylic_Xylene,Organic Blue_Xylene
Epoxy,46.77,SupplierE_Resin,Organic Blue,31.88,SupplierK_Pigment,Xylene,13.03,SupplierQ_Solvent,43.15,1809.28,53.08,0,4.15,SupplierS_Add,4.17,SupplierU_Add,,None,86.97,0.3666,0.28,Epoxy_Organic Blue,Epoxy_Xylene,Organic Blue_Xylene
Alkyd,45.0,SupplierD_Resin,Organic Blue,23.19,SupplierK_Pigment,Xylene,23.64,SupplierQ_Solvent,18.52,1133.31,32.67,0,3.18,SupplierS_Add,4.99,SupplierT_Add,0.0,None,76.36,0.3037,0.53,Alkyd_Organic Blue,Alkyd_Xylene,Organic Blue_Xylene
Acrylic,53.65,SupplierB_Resin,Iron Oxide Red,25.35,SupplierJ_Pigment,Xylene,18.74,SupplierQ_Solvent,27.56,751.41,41.63,0,0.0,None,0.0,None,2.26,SupplierW_Add,,0.312,0.35,Acrylic_Iron Oxide Red,Acrylic_Xylene,Iron Oxide Red_Xylene
Acrylic,49.12,SupplierA_Resin,Organic Blue,31.68,SupplierK_Pigment,Water,16.92,SupplierM_Solvent,52.14,1109.65,,0,1.22,SupplierS_Add,1.06,SupplierT_Add,0.0,None,83.08,0.3813,0.34,Acrylic_Organic Blue,Acrylic_Water,Organic Blue_Water
Alkyd,40.21,SupplierD_Resin,Iron Oxide Red,32.26,SupplierJ_Pigment,Water,20.93,SupplierM_Solvent,16.97,1432.23,,0,0.0,None,4.18,SupplierT_Add,2.42,SupplierW_Add,79.07,0.408,0.52,Alkyd_Iron Oxide Red,Alkyd_Water,Iron Oxide Red_Water
Epoxy,44.93,SupplierE_Resin,Organic Blue,27.2,SupplierL_Pigment,Xylene,26.2,SupplierP_Solvent,32.91,694.62,42.29,0,0.0,None,0.0,None,1.67,SupplierV_Add,73.8,,0.58,Epoxy_Organic Blue,Epoxy_Xylene,Organic Blue_Xylene
Acrylic,46.12,SupplierA_Resin,Iron Oxide Red,,SupplierJ_Pigment,Water,20.25,SupplierM_Solvent,29.82,995.37,51.49,0,0.0,None,0.0,None,4.1,SupplierW_Add,79.75,0.3703,0.44,Acrylic_Iron Oxide Red,Acrylic_Water,Iron Oxide Red_Water
Epoxy,51.61,SupplierF_Resin,Organic Blue,33.36,SupplierL_Pigment,Water,11.84,SupplierM_Solvent,39.34,750.38,44.1,0,0.0,None,0.0,None,3.19,SupplierW_Add,88.16,0.3784,0.23,Epoxy_Organic Blue,Epoxy_Water,Organic Blue_Water
Alkyd,54.29,SupplierD_Resin,Iron Oxide Red,27.76,SupplierI_Pigment,Xylene,10.78,SupplierP_Solvent,24.17,1954.14,58.55,0,0.0,None,4.54,SupplierU_Add,2.64,SupplierV_Add,89.23,0.3111,0.2,Alkyd_Iron Oxide Red,Alkyd_Xylene,Iron Oxide Red_Xylene
Epoxy,41.58,SupplierF_Resin,Titanium Dioxide,34.67,SupplierH_Pigment,Xylene,22.25,SupplierP_Solvent,23.5,1252.09,67.39,0,0.0,None,0.0,None,1.5,SupplierW_Add,77.75,0.4459,0.54,Epoxy_Titanium Dioxide,Epoxy_Xylene,Titanium Dioxide_Xylene
Alkyd,51.52,SupplierC_Resin,Iron Oxide Red,19.08,SupplierJ_Pigment,Xylene,22.84,SupplierP_Solvent,33.37,799.56,38.28,1,4.97,SupplierR_Add,1.59,SupplierU_Add,0.0,None,77.16,0.2473,0.44,Alkyd_Iron Oxide Red,Alkyd_Xylene,Iron Oxide Red_Xylene
Acrylic,51.85,SupplierA_Resin,Titanium Dioxide,27.46,SupplierH_Pigment,Water,15.2,SupplierM_Solvent,39.09,1112.34,74.18,0,2.32,SupplierR_Add,0.0,None,3.16,SupplierW_Add,84.79,0.3239,0.29,Acrylic_Titanium Dioxide,Acrylic_Water,Titanium Dioxide_Water
Acrylic,48.69,SupplierB_Resin,Iron Oxide Red,24.42,SupplierI_Pigment,Xylene,25.68,SupplierQ_Solvent,24.3,963.83,41.44,0,0.0,None,,None,1.21,SupplierW_Add,74.32,0.3286,0.53,Acrylic_Iron Oxide Red,Acrylic_Xylene,Iron Oxide Red_Xylene
Epoxy,49.97,SupplierE_Resin,Iron Oxide Red,26.01,SupplierJ_Pigment,Water,19.25,SupplierM_Solvent,41.25,1007.04,48.23,0,3.22,SupplierS_Add,0.0,None,1.55,SupplierW_Add,80.75,0.3221,0.39,Epoxy_Iron Oxide Red,Epoxy_Water,Iron Oxide Red_Water
Epoxy,48.59,SupplierF_Resin,Organic Blue,28.66,SupplierK_Pigment,Water,21.2,SupplierM_Solvent,31.96,1295.6,35.78,0,0.0,None,1.55,SupplierU_Add,0.0,None,78.8,0.3637,0.44,Epoxy_Organic Blue,Epoxy_Water,Organic Blue_Water
Acrylic,43.92,SupplierB_Resin,Organic Blue,32.38,SupplierL_Pigment,Xylene,,SupplierQ_Solvent,36.07,,44.41,0,0.0,None,0.0,None,1.47,SupplierW_Add,77.77,0.4164,0.51,Acrylic_Organic Blue,Acrylic_Xylene,Organic Blue_Xylene
Epoxy,46.28,SupplierF_Resin,Iron Oxide Red,23.79,SupplierI_Pigment,Mineral Spirits,25.09,SupplierN_Solvent,43.21,1023.53,43.96,0,0.0,None,1.81,SupplierU_Add,3.03,SupplierW_Add,74.91,0.3176,0.54,Epoxy_Iron Oxide Red,Epoxy_Mineral Spirits,Iron Oxide Red_Mineral Spirits
Alkyd,54.99,SupplierC_Resin,Titanium Dioxide,27.26,SupplierG_Pigment,Xylene,13.2,SupplierQ_Solvent,11.57,1925.03,69.73,0,0.0,None,4.55,SupplierT_Add,0.0,None,86.8,0.3141,0.24,Alkyd_Titanium Dioxide,Alkyd_Xylene,Titanium Dioxide_Xylene
Alkyd,42.2,SupplierC_Resin,Titanium Dioxide,28.28,SupplierH_Pigment,Xylene,24.36,SupplierQ_Solvent,5.16,242.31,66.15,0,3.22,SupplierR_Add,0.0,None,1.93,SupplierW_Add,,0.3739,0.58,Alkyd_Titanium Dioxide,Alkyd_Xylene,Titanium Dioxide_Xylene
Alkyd,50.79,SupplierD_Resin,Organic Blue,31.52,SupplierL_Pigment,Mineral Spirits,13.75,SupplierO_Solvent,31.42,911.88,47.12,0,0.0,None,0.0,None,3.94,SupplierV_Add,86.25,0.3654,0.27,Alkyd_Organic Blue,Alkyd_Mineral Spirits,Organic Blue_Mineral Spirits
Alkyd,47.12,SupplierD_Resin,Iron Oxide Red,26.53,SupplierJ_Pigment,Mineral Spirits,21.96,SupplierO_Solvent,18.63,1196.19,36.97,0,0.0,None,1.79,SupplierT_Add,2.6,SupplierV_Add,78.04,0.34,0.47,Alkyd_Iron Oxide Red,Alkyd_Mineral Spirits,Iron Oxide Red_Mineral Spirits
Acrylic,40.68,SupplierB_Resin,Organic Blue,33.05,SupplierK_Pigment,Water,22.98,SupplierM_Solvent,26.28,771.63,53.63,1,3.29,SupplierR_Add,0.0,None,0.0,None,77.02,0.4291,0.56,Acrylic_Organic Blue,Acrylic_Water,Organic Blue_Water
Acrylic,42.29,SupplierB_Resin,Iron Oxide Red,32.51,SupplierI_Pigment,Water,23.58,SupplierM_Solvent,25.18,417.74,61.62,1,1.62,SupplierS_Add,0.0,None,0.0,None,76.42,0.4254,0.56,Acrylic_Iron Oxide Red,Acrylic_Water,Iron Oxide Red_Water
Acrylic,55.2,SupplierA_Resin,Iron Oxide Red,28.72,SupplierJ_Pigment,Water,12.39,SupplierM_Solvent,37.87,1011.25,52.84,0,3.69,SupplierS_Add,0.0,None,0.0,None,87.61,0.3278,0.22,Acrylic_Iron Oxide Red,Acrylic_Water,Iron Oxide Red_Water
Alkyd,46.72,SupplierC_Resin,Organic Blue,27.82,SupplierL_Pigment,Xylene,20.16,SupplierP_Solvent,31.35,889.08,31.59,0,2.46,SupplierS_Add,2.83,SupplierT_Add,0.0,None,79.83,0.3485,0.43,Alkyd_Organic Blue,Alkyd_Xylene,Organic Blue_Xylene
Epoxy,45.22,SupplierF_Resin,Organic Blue,28.83,SupplierL_Pigment,Water,21.7,SupplierM_Solvent,39.86,1097.91,21.56,0,0.0,None,1.58,SupplierU_Add,2.68,SupplierV_Add,78.31,0.3682,0.48,Epoxy_Organic Blue,Epoxy_Water,Organic Blue_Water
Alkyd,49.91,SupplierC_Resin,Iron Oxide Red,23.05,SupplierI_Pigment,Water,25.13,SupplierM_Solvent,27.07,100.0,47.84,0,,SupplierR_Add,0.0,None,0.0,None,74.87,0.3079,0.5,Alkyd_Iron Oxide Red,Alkyd_Water,Iron Oxide Red_Water
Acrylic,49.67,SupplierA_Resin,Titanium Dioxide,33.93,SupplierG_Pigment,Xylene,13.32,SupplierP_Solvent,13.6,1814.85,93.47,0,0.0,None,1.63,SupplierU_Add,1.46,SupplierW_Add,86.69,0.3914,0.27,Acrylic_Titanium Dioxide,Acrylic_Xylene,Titanium Dioxide_Xylene
Acrylic,45.79,SupplierB_Resin,Iron Oxide Red,28.63,SupplierI_Pigment,Water,24.85,SupplierM_Solvent,23.52,1000.83,,0,0.0,None,0.0,None,0.73,SupplierW_Add,75.15,,0.54,Acrylic_Iron Oxide Red,Acrylic_Water,Iron Oxide Red_Water
Alkyd,45.33,SupplierD_Resin,Organic Blue,,SupplierK_Pigment,Water,17.29,SupplierM_Solvent,39.09,1779.38,56.34,0,1.4,SupplierR_Add,,SupplierT_Add,0.0,None,,0.3964,0.38,Alkyd_Organic Blue,Alkyd_Water,Organic Blue_Water
Alkyd,45.3,SupplierD_Resin,Titanium Dioxide,24.3,SupplierG_Pigment,Water,26.26,SupplierM_Solvent,10.24,100.0,63.44,0,4.14,SupplierS_Add,0.0,None,,None,73.74,0.3295,,Alkyd_Titanium Dioxide,Alkyd_Water,Titanium Dioxide_Water
Acrylic,48.99,SupplierA_Resin,Iron Oxide Red,,SupplierI_Pigment,Xylene,19.52,SupplierQ_Solvent,29.86,1388.94,60.38,0,0.0,None,0.0,None,3.02,SupplierW_Add,80.48,0.3538,0.4,Acrylic_Iron Oxide Red,Acrylic_Xylene,Iron Oxide Red_Xylene
Epoxy,53.09,SupplierF_Resin,Titanium Dioxide,24.37,SupplierH_Pigment,Xylene,22.03,SupplierQ_Solvent,26.26,1104.21,62.85,0,0.0,None,0.51,SupplierU_Add,0.0,None,77.97,0.3126,0.41,Epoxy_Titanium Dioxide,Epoxy_Xylene,Titanium Dioxide_Xylene
Epoxy,57.52,SupplierF_Resin,Iron Oxide Red,29.05,SupplierJ_Pigment,Mineral Spirits,,SupplierO_Solvent,38.89,1667.82,50.66,0,0.0,None,0.0,None,0.87,SupplierV_Add,87.44,0.3322,0.22,Epoxy_Iron Oxide Red,Epoxy_Mineral Spirits,Iron Oxide Red_Mineral Spirits
Alkyd,52.21,SupplierC_Resin,Titanium Dioxide,29.76,SupplierG_Pigment,Mineral Spirits,12.85,SupplierN_Solvent,22.65,907.72,85.11,1,3.88,SupplierS_Add,0.0,None,1.3,SupplierW_Add,87.15,0.3415,0.25,Alkyd_Titanium Dioxide,Alkyd_Mineral Spirits,Titanium Dioxide_Mineral Spirits
Acrylic,54.99,SupplierA_Resin,Iron Oxide Red,27.74,SupplierI_Pigment,Mineral Spirits,13.35,SupplierN_Solvent,,1101.6,53.15,0,0.0,None,0.0,None,3.92,SupplierW_Add,86.65,0.3201,0.24,Acrylic_Iron Oxide Red,Acrylic_Mineral Spirits,Iron Oxide Red_Mineral Spirits
Alkyd,51.49,SupplierC_Resin,Titanium Dioxide,24.08,SupplierH_Pigment,Xylene,17.32,SupplierP_Solvent,33.2,1824.74,64.11,0,0.0,None,4.27,SupplierT_Add,2.84,SupplierV_Add,,0.2912,0.34,Alkyd_Titanium Dioxide,Alkyd_Xylene,Titanium Dioxide_Xylene
Alkyd,,SupplierC_Resin,Iron Oxide Red,29.23,SupplierI_Pigment,Water,17.09,SupplierM_Solvent,22.37,710.85,70.2,0,4.95,SupplierR_Add,0.0,None,0.82,SupplierV_Add,82.9,0.3526,0.36,Alkyd_Iron Oxide Red,Alkyd_Water,Iron Oxide Red_Water
Alkyd,45.95,SupplierD_Resin,Organic Blue,27.56,SupplierL_Pigment,Water,22.64,SupplierM_Solvent,19.33,310.48,45.35,0,3.85,SupplierR_Add,0.0,None,0.0,None,77.36,0.3563,0.49,Alkyd_Organic Blue,Alkyd_Water,Organic Blue_Water
Acrylic,54.37,SupplierB_Resin,Titanium Dioxide,22.16,SupplierH_Pigment,Mineral Spirits,18.2,SupplierO_Solvent,27.9,900.95,49.16,1,0.0,None,0.64,SupplierT_Add,4.63,SupplierV_Add,81.8,0.2709,,Acrylic_Titanium Dioxide,Acrylic_Mineral Spirits,Titanium Dioxide_Mineral Spirits
Epoxy,54.89,SupplierF_Resin,Iron Oxide Red,28.91,SupplierI_Pigment,Water,,SupplierM_Solvent,40.04,1304.79,51.51,1,0.0,None,0.0,None,1.68,SupplierV_Add,,0.3382,0.26,Epoxy_Iron Oxide Red,Epoxy_Water,Iron Oxide Red_Water
Acrylic,47.76,SupplierA_Resin,Titanium Dioxide,26.99,SupplierG_Pigment,Xylene,21.41,SupplierP_Solvent,35.08,2458.43,78.9,0,,None,3.84,SupplierT_Add,0.0,None,78.59,0.3434,0.45,Acrylic_Titanium Dioxide,Acrylic_Xylene,Titanium Dioxide_Xylene
Acrylic,45.85,SupplierA_Resin,Iron Oxide Red,37.19,SupplierJ_Pigment,Water,15.53,SupplierM_Solvent,29.87,947.31,51.91,0,1.43,SupplierS_Add,0.0,None,0.0,None,84.47,,0.34,Acrylic_Iron Oxide Red,Acrylic_Water,Iron Oxide Red_Water
Alkyd,56.1,SupplierD_Resin,Titanium Dioxide,25.92,SupplierH_Pigment,Xylene,14.24,SupplierQ_Solvent,,632.17,69.11,0,2.88,SupplierR_Add,0.0,None,0.86,SupplierW_Add,,0.3022,0.25,Alkyd_Titanium Dioxide,Alkyd_Xylene,Titanium Dioxide_Xylene
Acrylic,50.82,SupplierA_Resin,Iron Oxide Red,30.98,SupplierJ_Pigment,Mineral Spirits,15.78,SupplierO_Solvent,38.06,2053.97,54.25,0,0.0,None,2.42,SupplierT_Add,0.0,None,,0.3678,0.31,Acrylic_Iron Oxide Red,Acrylic_Mineral Spirits,Iron Oxide Red_Mineral Spirits
Epoxy,56.13,SupplierF_Resin,Titanium Dioxide,28.53,SupplierH_Pigment,Xylene,12.87,SupplierQ_Solvent,48.69,1834.52,76.88,0,2.47,SupplierS_Add,0.0,None,0.0,None,87.13,0.3274,0.23,Epoxy_Titanium Dioxide,Epoxy_Xylene,Titanium Dioxide_Xylene
Alkyd,,SupplierC_Resin,Organic Blue,28.62,SupplierL_Pigment,Xylene,16.47,SupplierP_Solvent,16.06,1348.41,37.57,0,0.0,None,3.59,SupplierU_Add,0.0,None,83.53,0.3426,0.32,Alkyd_Organic Blue,Alkyd_Xylene,Organic Blue_Xylene
Alkyd,41.79,SupplierC_Resin,Titanium Dioxide,28.58,SupplierH_Pigment,Water,23.57,SupplierM_Solvent,19.92,465.68,81.2,1,3.68,SupplierR_Add,0.0,None,2.38,SupplierV_Add,76.43,0.3739,0.56,Alkyd_Titanium Dioxide,Alkyd_Water,Titanium Dioxide_Water
Epoxy,48.15,SupplierE_Resin,Titanium Dioxide,29.77,SupplierH_Pigment,Xylene,14.43,SupplierQ_Solvent,41.72,2151.36,77.63,0,3.87,SupplierR_Add,3.78,SupplierT_Add,0.0,None,85.57,0.3479,0.3,Epoxy_Titanium Dioxide,Epoxy_Xylene,Titanium Dioxide_Xylene
Epoxy,52.75,SupplierE_Resin,Iron Oxide Red,26.75,SupplierJ_Pigment,Xylene,12.93,SupplierQ_Solvent,46.56,2375.17,49.64,1,3.32,SupplierS_Add,4.24,SupplierU_Add,0.0,None,87.06,0.3073,0.25,Epoxy_Iron Oxide Red,Epoxy_Xylene,Iron Oxide Red_Xylene
Epoxy,51.99,SupplierF_Resin,Organic Blue,30.26,SupplierL_Pigment,Mineral Spirits,12.99,SupplierO_Solvent,38.33,1095.42,,0,,SupplierR_Add,0.0,None,0.73,SupplierW_Add,87.01,0.3478,0.25,Epoxy_Organic Blue,Epoxy_Mineral Spirits,Organic Blue_Mineral Spirits
Epoxy,50.2,SupplierF_Resin,Organic Blue,24.53,SupplierL_Pigment,Water,23.0,SupplierM_Solvent,45.24,1121.68,34.0,1,0.0,None,,SupplierU_Add,0.0,None,77.0,0.3186,0.46,Epoxy_Organic Blue,Epoxy_Water,Organic Blue_Water
Alkyd,46.86,SupplierD_Resin,Titanium Dioxide,30.42,SupplierH_Pigment,Mineral Spirits,21.07,SupplierN_Solvent,19.08,516.23,70.02,1,1.65,SupplierS_Add,0.0,None,0.0,None,78.93,0.3854,0.45,Alkyd_Titanium Dioxide,Alkyd_Mineral Spirits,Titanium Dioxide_Mineral Spirits
Acrylic,44.0,SupplierB_Resin,Titanium Dioxide,31.35,SupplierG_Pigment,Mineral Spirits,23.1,SupplierN_Solvent,23.94,948.67,82.4,0,0.0,None,0.85,SupplierU_Add,0.7,SupplierV_Add,76.9,0.4077,0.53,Acrylic_Titanium Dioxide,Acrylic_Mineral Spirits,Titanium Dioxide_Mineral Spirits
Epoxy,49.21,SupplierF_Resin,Titanium Dioxide,,SupplierH_Pigment,Mineral Spirits,16.27,SupplierN_Solvent,40.78,,93.69,1,3.15,SupplierS_Add,0.0,None,0.0,None,83.73,0.3747,0.33,Epoxy_Titanium Dioxide,Epoxy_Mineral Spirits,Titanium Dioxide_Mineral Spirits
Acrylic,41.99,SupplierA_Resin,Iron Oxide Red,31.43,SupplierJ_Pigment,Xylene,20.82,SupplierQ_Solvent,33.06,2281.61,64.16,0,1.33,SupplierS_Add,4.42,SupplierT_Add,0.0,None,79.17,0.397,0.5,Acrylic_Iron Oxide Red,Acrylic_Xylene,Iron Oxide Red_Xylene
Epoxy,55.58,SupplierE_Resin,Iron Oxide Red,23.23,SupplierI_Pigment,Water,16.56,SupplierM_Solvent,49.82,1090.15,42.1,0,0.0,None,,None,4.63,SupplierV_Add,83.44,0.2784,0.3,Epoxy_Iron Oxide Red,Epoxy_Water,Iron Oxide Red_Water
Epoxy,56.35,SupplierF_Resin,Iron Oxide Red,23.05,SupplierI_Pigment,Mineral Spirits,14.98,SupplierN_Solvent,57.95,1567.57,51.4,0,3.37,SupplierS_Add,2.26,SupplierU_Add,0.0,None,85.03,0.2711,0.27,Epoxy_Iron Oxide Red,Epoxy_Mineral Spirits,Iron Oxide Red_Mineral Spirits
